bundle_id,bundle_name,title_key,price_cp,release_timestamp,licensed_ip,bundle_store_page_url,notes
6366,Tracer Pack: Fire Horse,BO7,2000,2026-02-15T10:00:00,N,https://www.callofduty.com/en/store/bundles/6366,Proof of concept bundle. Edit this row if you want to rename the bundle or swap the store page link.
