bundle_id,bundle_name,item_id,item_asset_name,item_name,item_type,item_image_url,notes
6366,Tracer Pack: Fire Horse,127001,sat_ui_playercard_699,Regal Elegance,2D - Calling Card,https://www.callofduty.com/cod/cdn/webstore/saturn/sat_ui_playercard_699.webp,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
6366,Tracer Pack: Fire Horse,112333,sat_ui_emblem_013,Cool Off,2D - Emblem,https://www.callofduty.com/cod/cdn/webstore/saturn/sat_ui_emblem_013.webp,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
6366,Tracer Pack: Fire Horse,127057,sat_ui_spray_063,Lantern,2D - Spray,https://www.callofduty.com/cod/cdn/webstore/saturn/sat_ui_spray_063.webp?imwidth=384,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
6366,Tracer Pack: Fire Horse,127076,vinyl_sat_052_lny,Lotus,2D - Vinyl,https://www.callofduty.com/cod/cdn/webstore/saturn/sat_ui_vinyl_052_lny.webp?imwidth=384,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
6366,Tracer Pack: Fire Horse,124938,sat_chn_pl_gold_equus_skin,Outrider,Operator - Outfit,https://www.callofduty.com/cod/cdn/webstore/saturn/ui_icon_operatorskin_select_gold_equus.webp?imwidth=640,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
6366,Tracer Pack: Fire Horse,125107,sat_ar_falcon_equus,Firehoof,Weapon - AR Blueprint,https://www.callofduty.com/cod/cdn/webstore/saturn/ui_icon_blueprint_side_sat_ar_falcon_equus.webp,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
6366,Tracer Pack: Fire Horse,129231,cos_sat_198_equus,Feeling Flaily,Weapon - Charm,https://www.callofduty.com/cod/cdn/webstore/saturn/ui_charm_sat_198_equus.webp?imwidth=384,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
6366,Tracer Pack: Fire Horse,127250,sat_sm_bengal_equus,Unbridled Blaze,Weapon - SMG Blueprint,https://www.callofduty.com/cod/cdn/webstore/saturn/ui_icon_blueprint_side_sat_sm_bengal_equus.webp,Replace item_image_url to update an item image. Delete a row to remove an item from the page.
